maker_id,inst_code,inst_name,id
550,128,"thermometrs,",5729
550,1,"vacuums,",5730
550,151,"thunder houses,",5731
550,48,"magnets,",5732
550,1,"air-pumps,",5733
550,56,"hygrometers,",5734
550,3,"wind gauges,",5735
550,168,"endrometer,",5736
550,148,"pyrometers,",5737
550,15,"hydrostatic balance,",5738
550,54,hydrometers,5739
550,264,condensing engine,5740
8975,107,slide-rule (datholic-organon),5741
254,45,globes,5742
279,52,"barrel measure,",5743
279,60,"surveyors level,",5744
279,39,"dividers,",5745
279,45,pocket-globe,5746
279,39,"trammel,",5747
279,265,curvograph,5748
2808,54,hydrometers,5749
2219,20,barometers,5750
2219,128,thermometers,5751
770,,"",5752
37,20,"barometer,",5753
37,128,thermometer,5754
8994,26,chronometers,5755
5,125,telescope (reflecting),5756
2442,175,steelyard,5757
9008,15,scales,5758
1598,54,hydrometer,5759
1598,82,"saccharometer,",5760
1598,128,"thermometer,",5761
1598,33,"chemical glassware,",5762
1598,267,citrometer,5763
5820,20,"barometers,",5764
5820,128,"thermometers,",5765
5820,54,"hydrometers,",5766
5820,82,saccharometers,5767
4286,107,calculating rules,5768
4286,71,pocket magnifier,5769
4286,128,"thermometers,",5770
4286,20,"barmometers,",5771
4286,19,"field glasses,",5772
4286,125,"telescpoes,",5773
4286,111,"sun dials,",5774
4286,54,"hydrometers,",5775
4286,114,spectacles,5776
424,14,"Davis quadrant,",5777
424,127,"theodolite,",5778
424,86,"plane tables,",5779
424,29,"marine compasses,",5780
424,29,"azimith compass,",5781
424,17,"binnacls,",5782
424,101,"rules,",5783
424,27,"cicumferntors,",5784
424,80,"pantograph,",5785
424,133,perambulator,5786
424,60,lvels,5787
424,39,drawing instruments,5788
424,39,proportional compass,5789
424,111,sundials,5790
424,111,ring dials,5791
424,147,protractors,5792
424,144,gauging rods,5793
424,23,callipers,5794
424,108,parallal rules,5795
424,1,air pumps,5796
424,45,globes,5797
424,42,electrical machines,5798
424,20,barometers,5799
424,128,thermometers,5800
424,54,hydrometers,5801
424,114,spectacles,5802
424,125,telescopes,5803
424,25,camera obscura,5804
424,106,scioptic balls,5805
424,93,prisums,5806
424,69,magic lanterns,5807
424,66,microscopes,5808
424,66,solar microscopes,5809
424,78,opera glasses,5810
424,71,magnifying glasses,5811
3645,26,chronometers,5812
1968,107,slide rule (Catholic-Organon),5813
545,100,math instruments,5814
5268,29,"compass,",5815
5268,125,telescope,5816
