maker_id,inst_code,inst_name,id
9881,69,magic lantern slides,5929
9881,139,photographic camera,5930
9358,143,electrical apparatus,5931
9884,,gunsights,5932
4253,54,"hydrometer,",5933
4253,32,"chondrometer,",5934
4253,101,"rule,",5935
4253,128,thermometer,5936
4256,66,microscope,5937
6854,60,level,5938
9906,110,stereoscopes,5939
9915,,"",5940
905,20,"storm glass,",5941
905,125,"telescope,",5942
905,128,thermometer,5943
6245,105,sextant,5944
7521,,film projector,5945
7521,,radio equipment,5946
7521,,kinetoscope,5947
7521,118,'Unipivot' galvanometer,5948
5158,20,aneroid barometer,5949
5158,20,sympiesometer,5950
5158,128,thermometer,5951
6754,125,telescope,5952
3717,20,"barometer (marine),",5953
7427,29,marine compass,5954
4385,128,thermometer,5955
6520,123,octant,5956
9929,123,octant,5957
8133,69,"magic lantern,",5958
9935,5,artificial horizon,5959
9166,5,artificial horizon,5960
9936,5,"artificial horizon,",5961
9936,105,sextant,5962
7388,5,"artificial horizon,",5963
4521,5,artificial horizon,5964
1584,99,quintant,5965
1584,123,octant,5966
1584,42,electrical machine,5967
1584,5,artificial horizon,5968
1584,146,electrometer,5969
1584,332,sonometer,5970
1584,20,sympiesometer,5971
1584,56,hygrometer,5972
1584,20,barometer (stick),5973
1584,29,sighting compass,5974
1584,54,hydrometer,5975
1584,128,thermometer,5976
538,20,barometer,5977
8187,20,barometer,5978
9954,26,chronometers,5979
4849,26,chronometers,5980
5055,26,chronometers,5981
4827,32,chondrometer,5982
9799,26,chronometer,5983
9976,26,chronometers,5984
9977,26,chronometers,5985
5085,26,chronometers,5986
9978,26,chronometers,5987
9978,,"",5988
9979,26,chronometers,5989
7368,26,"chronometers,",5990
9980,26,chronometers,5991
9981,26,chronometers,5992
6795,26,"chronometer,",5993
9983,26,chronometer,5994
9150,26,chronometers,5995
6213,26,chronometers,5996
9984,26,chronometer,5997
9985,26,chronometers,5998
6913,26,chronometers,5999
9986,26,chronometers,6000
9987,26,chronometers,6001
9988,26,chronometers,6002
9744,26,chronometers,6003
8903,26,chronometers,6004
9555,26,chronometers,6005
9641,26,chronometers,6006
9160,178,course indicator,6007
9558,26,chronometers,6008
6589,26,chronometers,6009
9626,26,chronometers,6010
3636,123,"octant,",6011
3636,17,"binnacle,",6012
3636,26,"chronometers,",6013
9497,26,chronometers,6014
3693,20,aneroid barometer,6015
9989,26,chronometers,6016
9990,26,chronometers,6017
9991,26,chronometers,6018
9993,26,chronometers,6019
9994,26,chronometer,6020
9995,26,chronometer,6021
9996,26,chronometers,6022
6999,26,"chronometer,",6023
4259,105,"sextant,",6024
4259,127,"theodolite,",6025
4259,118,"galvanometer,",6026
8722,,"",6027
4259,29,"compass,",6028
4259,39,"drawing instruments,",6029
4259,111,"universal dial,",6030
4259,124,"quintant,",6031
4259,178,"course corrector,",6032
4259,3,"air-meter,",6033
4514,27,"circumferentor,",6034
6759,117,"saccharimeter,",6035
8711,15,balance,6036
8712,15,"balance,",6037
8712,134,weights,6038
8714,,"",6039
8714,,"",6040
8726,,"",6041
8726,,"",6042
8726,,"",6043
8737,26,pocket chronometer,6044
8741,64,measures,6045
8742,64,measures,6046
8743,64,measures,6047
4968,26,chronometers,6048
3474,64,half bushel measure,6049
8755,,"",6050
8764,20,barometer,6051
8765,20,barometer,6052
3112,20,barometer,6053
8769,20,barometer,6054
1715,128,thermometer,6055
714,111,"sundial,",6056
3114,20,"barometer,",6057
439,20,barometer,6058
439,80,"pantograph,",6059
551,125,"telescope,",6060
551,90,"philo table,",6061
551,8,hydraulic screw,6062
551,1,"airpump,",6063
551,133,waywiser,6064
551,20,"barometer,",6065
551,15,"balance,",6066
551,39,"drawing instruments,",6067
551,127,"theodolite,",6068
551,125,"equatorial instruments,",6069
551,29,"compass,",6070
551,66,"solar microscope,",6071
551,85,"orrery,",6072
551,66,"microscope,",6073
8776,138,tide calculator,6074
8776,126,navigation scale,6075
347,111,"universal ring dial,",6076
347,96,"quadrant,",6077
347,85,"orrery,",6078
674,111,sundial,6079
696,66,"solar microscope,",6080
696,36,"dipping needles,",6081
316,66,"microscope, Cutt,",6082
316,66,"microscope, Martin,",6083
